state,district,cyber_a_offences_under_itact_tampering_computer_source_documents_sec65,cyber_computer_related_offences_computer_related_offences_total_col5col8col9col10col11,cyber_computer_related_offences_sec66,cyber_col_5,cyber_col_6,cyber_dishonestly_receiving_stolen_computer_resource_or_communication_device_sec66b,cyber_identity_theft_sec66c,cyber_cheating_by_personation_by_using_computer_resource_sec66d,cyber_violation_of_privacy_sec66e,cyber_cyber_terrorism_sec66_f,cyber_publicationtransmission_of_obscene_sexually_explicit_act_in_electronic_form_sec_67_publication_transmission_of_obscene_sexually_explicit_act_in_electronic_form_total_col1415161718,cyber_publishing_or_transmitting_obscene_material_in_electronic_form,cyber_publishing_or_transmitting_of_material_containing_sexually_explicit_act_in_electronic_form_sec67a,cyber_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act_in_electronic_form_sec67b,cyber_preservation_and_retention_of_information_by_intermediaries_sec67c,cyber_other_sections_67_it_act,cyber_inter_ception_or_monitoring_or_decryption_of_information_sec69,cyber_un_authorized_accessattempt_to_access_to_protected_computer_system_sec70,cyber_breach_of_confidentiality_and_privacy,cyber_publication_of_electronic_signatures_for_fraudulent_purposes,cyber_abetment_to_commit_offences_sec84_b,cyber_attempt_to_commit_offences_sec84c,cyber_other_sections_of_it_act,cyber_total_offences_under_it_act_col3col4col12col13col19col20col21col22col23col24col25,cyber_b_offences_under_ipcbns_involving_communication_devices_as_mediumtarget_rw_it_act_abetment_of_suicide_online_section_107108_bns_section_305306_ipc,cyber_cyber_stalking_bullying_of_women_children_section_78_bns_section_354d_ipc,cyber_sexual_intercourse_by_deceitful_means_section_69_bns,cyber_organized_cyber_crimes_section_111_bns,cyber_publishing_false_or_misleading_information_of_india_section_1971d_bns,cyber_data_theft_section_303305_307_bns_section_379_381_ipc,cyber_fraud_sec420_rw_sec465468_471_ipc_fraud_section_3184_rw_section_33623434012_bns_section_420_rw_465468_471_ipc_total_col34_to_42,cyber_credit_card_debit_card,cyber_atms,cyber_online_banking_fraud,cyber_otp_frauds,cyber_gaming_app_website_fraud,cyber_marketing_investment_fraud,cyber_fraud_call_vishing,cyber_e_wallet_upi_fraud,cyber_other_frauds,cyber_cheating_section_3184_bns_section_420_ipc,cyber_forgery_section_338336343402339_bns,cyber_defamation_morphing_section_3364_bns_section_469_ipc_rw_indecent_representation_of_women_act,cyber_fake_profile_319_2_bns_section_section_419_ipc,cyber_counterfeiting_counter_feiting_total_col48_col49,cyber_currency_section_178_182_section_489a_to_489e_ipc,cyber_stamps_section_178_181183_186_section_255_ipc,cyber_cyber_blackmailingthreatening_section_35112_3308_bns_section_506503384_ipc_rw_bnssll,cyber_fake_news_on_social_media_section_353_bns_section_505_ipc,cyber_other_offences_of_bnsipc_rw_it_act,cyber_total_offences_under_ipcbns_rw_it_act_col_27_to_3343_to_47_50_to_52,cyber_c_offences_under_sll_involving_communication_devices_as_mediumtarget_rw_it_act_gambling_act_online_gambling,cyber_lotteries_act_online_lotteries,cyber_copy_right_act_1957,cyber_trade_marks_act_1999,cyber_other_sll_crimes,cyber_total_offences_under_sll_rw_it_act_total_of_col54_to_58,cyber_total_cyber_crimes_abc
Madhya Pradesh,Burhanpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,8
Madhya Pradesh,Chhatarpur,0,2,0,0,0,0,1,0,1,0,7,0,5,2,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11
Madhya Pradesh,Chhindwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Damoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Madhya Pradesh,Datia,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Madhya Pradesh,Dewas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Dhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,12,0,0,0,0,1,1,13
Madhya Pradesh,Dindori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Madhya Pradesh,Guna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Madhya Pradesh,Gwalior,0,3,0,0,0,0,2,1,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,11,0,3,16,0,0,0,48,3,0,12,0,0,0,15,4,14,0,0,0,0,0,0,0,3,2,2,74,0,0,0,0,0,0,85
Madhya Pradesh,Harda,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Madhya Pradesh,Narmadapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Indore Commissionarate,0,1,0,0,0,0,0,1,0,0,9,3,3,3,0,0,0,0,1,0,0,0,0,11,0,14,1,0,0,0,6,2,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,20,44,2,0,0,0,0,2,57
Madhya Pradesh,Indore Railway,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Madhya Pradesh,Jabalpur,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Madhya Pradesh,Jabalpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Jhabua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Katni,0,3,0,0,0,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Madhya Pradesh,Khandwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5
Madhya Pradesh,Khargone,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Madhya Pradesh,Mandla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
Madhya Pradesh,Mandsaur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
Madhya Pradesh,Morena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Narsinghpur,0,2,0,0,0,0,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Madhya Pradesh,Neemuch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4
Madhya Pradesh,Panna,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Madhya Pradesh,Raisen,0,4,0,0,0,0,3,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Madhya Pradesh,Rajgarh,0,2,0,0,0,0,2,0,0,0,4,2,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,10
Madhya Pradesh,Ratlam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2
Madhya Pradesh,Rewa,0,7,0,0,0,0,0,4,3,0,11,4,7,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,28
Madhya Pradesh,Sagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,8
Madhya Pradesh,Satna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
Madhya Pradesh,Seoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
Madhya Pradesh,Shahdol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,15,0,0,0,0,0,0,15
Madhya Pradesh,Shajapur,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,10
Madhya Pradesh,Sheopur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Shivpuri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Sidhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Sehore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,16
Madhya Pradesh,Singrauli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,9
Madhya Pradesh,Tikamgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,9,0,0,0,0,0,0,9
Madhya Pradesh,Ujjain,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,14,23,0,0,0,0,0,0,25
Madhya Pradesh,Umaria,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Madhya Pradesh,Vidisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Cyber Crime Cell,0,353,1,1,0,0,10,342,0,0,8,0,3,5,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
Madhya Pradesh,Niwari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5
Madhya Pradesh,Bhopal Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Indore Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,8
Madhya Pradesh,Pandhurna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Maihar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Mauganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Ahilyanagar,0,5,0,0,0,0,3,1,1,0,5,1,3,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,29
Maharashtra,Akola,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,26
Maharashtra,Amravati Commr,0,4,0,0,0,0,1,3,0,0,10,1,1,8,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,1,12,0,1,0,0,0,0,0,0,11,48,0,0,0,0,0,0,1,0,3,77,0,0,0,0,0,0,91
Maharashtra,Amravati Rural,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,2,31,3,0,19,1,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,0,0,43
Maharashtra,Chhatrapati Sambhajinagar Commr,0,1,0,0,0,0,1,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,27,6,3,0,1,0,9,3,0,5,16,1,0,0,0,0,0,0,4,14,68,0,0,0,0,0,0,74
Maharashtra,Chhatrapati Sambhajinagar Rural,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,21
Maharashtra,Beed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,2,69,0,1,1,0,0,0,0,0,6,82,2,0,0,0,0,2,85
Maharashtra,Bhandara,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,13,2,0,0,1,0,0,0,0,0,4,21,0,0,0,0,0,0,24
Maharashtra,Buldhana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,35,80,0,0,0,0,0,0,80
Maharashtra,Chandrapur,0,1,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,10,0,1,0,0,0,0,47,2,1,17,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,16,64,0,0,0,0,0,0,74
Maharashtra,Dhule,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,6,0,0,0,0,0,0,11
Maharashtra,Gadchiroli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,5
Maharashtra,Gondia,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,2,0,2,1,0,0,0,0,18,2,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,30
Maharashtra,Hingoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,7
Maharashtra,Jalgaon,0,3,0,0,0,0,1,2,0,0,4,0,1,2,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,66,5,2,0,0,0,10,5,0,44,0,10,0,0,0,0,0,1,0,10,93,0,0,0,0,0,0,100
Maharashtra,Jalna,0,25,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,43
Maharashtra,Kolhapur,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,10,29,0,0,0,0,0,0,31
Maharashtra,Latur,0,6,0,0,0,5,1,0,0,0,10,0,6,3,0,1,0,0,0,0,0,0,0,16,1,7,1,0,0,0,9,1,5,3,0,0,0,0,0,0,8,2,0,3,0,0,0,2,0,9,42,0,0,0,0,0,0,58
Maharashtra,Mumbai Commr,0,173,0,0,0,0,66,107,0,0,21,7,10,0,2,2,0,0,1,0,0,0,11,206,0,160,6,0,0,22,1732,56,1,23,40,10,23,72,10,1497,2438,78,0,11,0,0,0,19,12,255,4733,0,0,0,0,0,0,4939
Maharashtra,Mumbai Railway,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,2,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,20
Maharashtra,Nagpur Commr,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,4,156,0,0,1,0,0,0,2,2,71,249,3,0,0,0,0,3,253
Maharashtra,Nagpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Nagpur Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,1,1,1,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,6,28,0,0,0,0,0,0,28
Maharashtra,Nanded,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,7,26,0,0,0,0,0,0,27
Maharashtra,Nandurbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,2,10,0,0,2,0,0,2,12
Maharashtra,Nasik Commr,1,2,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,14,93,0,0,0,0,0,0,0,0,23,137,0,0,0,0,0,0,143
Maharashtra,Nasik Rural,0,4,0,0,0,0,3,0,1,0,11,3,3,0,1,4,0,0,0,0,0,0,0,15,0,2,0,0,0,0,7,0,0,3,0,1,3,0,0,0,5,0,0,1,0,0,0,1,0,0,16,0,0,2,0,0,2,33
Maharashtra,Navi Mumbai,0,43,0,0,0,0,8,34,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,46,0,9,0,0,0,0,351,14,0,0,5,0,176,51,0,105,17,0,0,0,0,0,0,0,0,13,390,0,0,0,0,0,0,436
Maharashtra,Dharashiv,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,1,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,1,5,24,0,0,0,0,0,0,27
Maharashtra,Palghar,0,5,0,0,0,1,2,2,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17
Maharashtra,Parbhani,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,12
Maharashtra,Pune Commr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,16,0,0,0,0,220,1,0,0,0,0,16,10,0,193,747,0,0,0,0,0,0,2,0,511,1496,0,0,0,0,0,0,1504
Maharashtra,Pune Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Pune Rural,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,2,17,2,0,1,0,0,0,0,0,17,43,0,0,0,0,0,0,45
Maharashtra,Raigad,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,11,34,0,0,0,0,0,0,35
Maharashtra,Ratnagiri,0,2,0,0,0,0,1,0,1,0,9,0,0,9,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,48,4,0,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,14,70,0,0,0,0,9,9,90
Maharashtra,Sangli,4,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,4,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,28
Maharashtra,Satara,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,10,1,0,4,0,0,0,0,0,5,4,1,2,0,0,0,0,0,0,0,27,0,0,0,0,1,1,31
Maharashtra,Sindhudurg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,20,1,0,0,3,0,0,0,0,16,6,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,34
Maharashtra,Solapur Commr,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13
Maharashtra,Solapur Rural,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,1,0,8,23,0,0,0,0,0,0,25
Maharashtra,Thane Commr,1,537,0,0,0,1,392,141,3,0,15,5,10,0,0,0,0,0,0,0,0,0,1,554,0,11,20,0,0,1,52,0,0,1,0,0,0,0,0,51,126,0,0,0,0,0,0,1,0,12,223,0,0,0,0,1,1,778
Maharashtra,Thane Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,18
